Name,Name,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MERCEDES-BENZ E 400 4MATIC WAGON,Mercedes-Benz E 400 4MATIC WAGON,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.4,8.8,10.8,26,248
MERCEDES-BENZ E 400 CABRIOLET,Mercedes-Benz E 400 CABRIOLET,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,11.5,8.1,10,28,230
MERCEDES-BENZ E 400 COUPE,Mercedes-Benz E 400 COUPE,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.8,8.3,10.2,28,235
MERCEDES-BENZ GLA 250 4MATIC,Mercedes-Benz GLA 250 4MATIC,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,AS7,Z,9.8,7.4,8.7,32,200
MERCEDES-BENZ GLA 45 AMG 4MATIC,Mercedes-Benz GLA 45 AMG 4MATIC,MERCEDES-BENZ,GLA 45 AMG 4MATIC,STATION WAGON - MID-SIZE,2,4,AS7,Z,10.5,8.1,9.4,30,216
MERCEDES-BENZ ML 400 4MATIC,Mercedes-Benz ML 400 4MATIC,MERCEDES-BENZ,ML 400 4MATIC,SUV - STANDARD,3,6,AS7,Z,13.3,10.4,12,24,276
MERCEDES-BENZ S 400 4MATIC,Mercedes-Benz S 400 4MATIC,MERCEDES-BENZ,S 400 4MATIC,MID-SIZE,4.7,6,AS7,Z,12.6,8.6,10.8,26,248
MERCEDES-BENZ S 550 4MATIC COUPE,Mercedes-Benz S 550 4MATIC COUPE,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,283
MERCEDES-BENZ S 600,Mercedes-Benz S 600,MERCEDES-BENZ,S 600,FULL-SIZE,6,12,AS7,Z,18.1,11,14.9,19,343
MERCEDES-BENZ S 63 AMG COUPE,Mercedes-Benz S 63 AMG COUPE,MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,5.5,8,AS7,Z,15.7,10.1,13.2,21,304
MERCEDES-BENZ S 65 AMG,Mercedes-Benz S 65 AMG,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6,12,AS7,Z,18.5,11.8,15.5,18,357
MERCEDES-BENZ S 65 AMG COUPE,Mercedes-Benz S 65 AMG COUPE,MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6,12,AS7,Z,18,11.3,15,19,345
MERCEDES-BENZ SLS AMG GT ROADSTER,Mercedes-Benz SLS AMG GT ROADSTER,MERCEDES-BENZ,SLS AMG GT ROADSTER,TWO-SEATER,6.2,8,AM7,Z,18.1,12.6,15.6,18,359
MINI COOPER 3 DOOR,Mini COOPER 3 DOOR,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.5,6.3,7.5,38,172
MINI COOPER 5 DOOR,Mini COOPER 5 DOOR,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.5,6.3,7.5,38,172
MINI COOPER S 3 DOOR,Mini COOPER S 3 DOOR,MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,AS6,Z,9.2,7,8.2,34,189
MINI COOPER S 5 DOOR,Mini COOPER S 5 DOOR,MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,AS6,Z,9.2,7,8.2,34,189
MINI JOHN COOPER WORKS,Mini JOHN COOPER WORKS,MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,193
NISSAN 370Z COUPE,Nissan 370Z COUPE,NISSAN,370Z COUPE,TWO-SEATER,3.7,6,AS7,Z,12.6,9.2,11.1,25,255
NISSAN JUKE NISMO RS,Nissan JUKE NISMO RS,NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,8.9,7.5,8.3,34,191
NISSAN JUKE NISMO RS AWD,Nissan JUKE NISMO RS AWD,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,8.8,32,202
NISSAN MICRA,Nissan MICRA,NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36,179
NISSAN MURANO,Nissan MURANO,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11,8.2,9.8,29,225
NISSAN PATHFINDER 4WD PLATINUM,Nissan PATHFINDER 4WD PLATINUM,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.7,9,11,26,253
PORSCHE 911 CARRERA 4 GTS,Porsche 911 CARRERA 4 GTS,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255
PORSCHE 911 CARRERA 4 GTS CABRIOLET,Porsche 911 CARRERA 4 GTS CABRIOLET,PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.1,9.4,11.4,25,262
PORSCHE 911 CARRERA GTS,Porsche 911 CARRERA GTS,PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,AM7,Z,12.6,9,11,26,253
PORSCHE 911 CARRERA GTS CABRIOLET,Porsche 911 CARRERA GTS CABRIOLET,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255
PORSCHE 911 TARGA 4,Porsche 911 TARGA 4,PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Z,12.3,8.9,10.8,26,248
PORSCHE 911 TARGA 4S,Porsche 911 TARGA 4S,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,258
PORSCHE BOXSTER GTS,Porsche BOXSTER GTS,PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218
PORSCHE CAYMAN GTS,Porsche CAYMAN GTS,PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218
PORSCHE MACAN S,Porsche MACAN S,PORSCHE,MACAN S,SUV - SMALL,3,6,A7,Z,13.7,10.3,12.2,23,281
PORSCHE MACAN TURBO,Porsche MACAN TURBO,PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,283
PORSCHE PANAMERA TURBO S,Porsche PANAMERA TURBO S,PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
PORSCHE PANAMERA TURBO S EXECUTIVE,Porsche PANAMERA TURBO S EXECUTIVE,PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297
RAM 1500,Ram 1500,RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274
RAM 1500 ECODIESEL,Ram 1500 ECODIESEL,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.5,8.4,10.1,28,273
RAM 1500 ECODIESEL HFE,Ram 1500 ECODIESEL HFE,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3,6,A8,D,11.3,8,9.8,29,265
RAM 1500 4X4,Ram 1500 4X4,RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
RAM 1500 4X4 ECODIESEL,Ram 1500 4X4 ECODIESEL,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1,8.8,10.6,27,286
RAM PROMASTER CITY,Ram PROMASTER CITY,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,225
SUBARU WRX,Subaru WRX,SUBARU,WRX,COMPACT,2,4,AV8,Z,12.4,9.4,11.1,25,255
TOYOTA 4RUNNER 4WD (PART-TIME 4WD),Toyota 4RUNNER 4WD (Part-Time 4WD),TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8,22,294
TOYOTA RAV4 LE/XLE,Toyota RAV4 LE/XLE,TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9,32,205
VOLKSWAGEN GOLF,Volkswagen GOLF,VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,186
VOLKSWAGEN GOLF TDI (MODIFIED),Volkswagen GOLF TDI (modified),VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
VOLKSWAGEN GOLF GTI,Volkswagen GOLF GTI,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,Z,9.5,7.2,8.5,33,196
VOLKSWAGEN GOLF SPORTWAGON,Volkswagen GOLF SPORTWAGON,VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,AS6,X,9.4,6.8,8.2,34,193
VOLKSWAGEN GOLF SPORTWAGON TDI (MODIFIED),Volkswagen GOLF SPORTWAGON TDI (modified),VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,AM6,D,7.6,5.6,6.7,42,180
VOLKSWAGEN JETTA HYBRID,Volkswagen JETTA HYBRID,VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122
VOLVO S60 POLESTAR AWD,Volvo S60 POLESTAR AWD,VOLVO,S60 POLESTAR AWD,COMPACT,3,6,AS6,X,12.8,8.9,11,26,253
VOLVO S60 T5 ,Volvo S60 T5 ,VOLVO,S60 T5 ,COMPACT,2,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO S60 T5 AWD,Volvo S60 T5 AWD,VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
VOLVO S60 T6   ,Volvo S60 T6   ,VOLVO,S60 T6   ,COMPACT,2,4,AS8,Z,10.1,7.3,8.9,32,205
VOLVO S60 T6 AWD,Volvo S60 T6 AWD,VOLVO,S60 T6 AWD,COMPACT,3,6,AS6,X,12.9,9,11.2,25,258
VOLVO S80 T5,Volvo S80 T5,VOLVO,S80 T5,MID-SIZE,2,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO S80 T6 AWD,Volvo S80 T6 AWD,VOLVO,S80 T6 AWD,MID-SIZE,3,6,AS6,X,12.9,9,11.2,25,258
VOLVO V60 CC,Volvo V60 CC,VOLVO,V60 CC,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,32,202
VOLVO V60 CC AWD,Volvo V60 CC AWD,VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3,27,237
VOLVO V60 POLESTAR AWD,Volvo V60 POLESTAR AWD,VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,AS6,X,12.8,8.9,11,26,253
VOLVO V60 T5,Volvo V60 T5,VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO V60 T5 AWD,Volvo V60 T5 AWD,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,232
VOLVO V60 T6 AWD,Volvo V60 T6 AWD,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3,6,AS6,X,12.9,9,11.2,25,258
VOLVO XC60 3.2 AWD,Volvo XC60 3.2 AWD,VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,25,264
VOLVO XC60 T5,Volvo XC60 T5,VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,32,202
VOLVO XC60 T5 AWD,Volvo XC60 T5 AWD,VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13,9.4,11.4,25,262
VOLVO XC60 T6  ,Volvo XC60 T6  ,VOLVO,XC60 T6  ,SUV - SMALL,2,4,AS8,Z,10.7,7.8,9.4,30,216
VOLVO XC60 T6 AWD,Volvo XC60 T6 AWD,VOLVO,XC60 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9,24,274
VOLVO XC70 3.2 AWD,Volvo XC70 3.2 AWD,VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3,25,260
VOLVO XC70 T5,Volvo XC70 T5,VOLVO,XC70 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,32,202
VOLVO XC70 T6 AWD,Volvo XC70 T6 AWD,VOLVO,XC70 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9,24,274
ACURA MDX SH-AWD ELITE,Acura MDX SH-AWD ELITE,ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9.1,10.7,26,251
ASTON MARTIN DB9 GT,Aston Martin DB9 GT,ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18,12.6,15.6,18,365
AUDI A8 QUATTRO,Audi A8 QUATTRO,AUDI,A8 QUATTRO,MID-SIZE,3,6,AS8,Z,12.6,8,10.5,27,247
AUDI A8 QUATTRO TDI (MODIFIED),Audi A8 QUATTRO TDI (modified),AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.8,6.5,8.4,34,224
AUDI A8L QUATTRO,Audi A8L QUATTRO,AUDI,A8L QUATTRO,FULL-SIZE,4,8,AS8,Z,13.1,8.3,10.9,26,255
AUDI Q5 QUATTRO,Audi Q5 QUATTRO,AUDI,Q5 QUATTRO,SUV - SMALL,2,4,AS8,Z,12,8.5,10.4,27,244
AUDI Q5 QUATTRO TDI (MODIFIED),Audi Q5 QUATTRO TDI (modified),AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3,6,AS8,D,10.2,7.8,9,31,244
AUDI Q5 HYBRID QUATTRO,Audi Q5 HYBRID QUATTRO,AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2,4,AS8,Z,9.8,7.9,8.9,32,209
AUDI RS 7 QUATTRO,Audi RS 7 QUATTRO,AUDI,RS 7 QUATTRO,MID-SIZE,4,8,AS8,Z,16.6,9.4,13.3,21,313
AUDI S3 QUATTRO,Audi S3 QUATTRO,AUDI,S3 QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.1,7.7,9,31,211
AUDI S4 QUATTRO,Audi S4 QUATTRO,AUDI,S4 QUATTRO,COMPACT,3,6,AM7,Z,13,8.5,11,26,257
AUDI S5 QUATTRO,Audi S5 QUATTRO,AUDI,S5 QUATTRO,SUBCOMPACT,3,6,AM7,Z,13,8.5,11,26,257
AUDI S5 CABRIOLET QUATTRO,Audi S5 CABRIOLET QUATTRO,AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4,25,266
AUDI S6 QUATTRO,Audi S6 QUATTRO,AUDI,S6 QUATTRO,MID-SIZE,4,8,AM7,Z,13.3,8.8,11.3,25,263
AUDI S7 QUATTRO,Audi S7 QUATTRO,AUDI,S7 QUATTRO,MID-SIZE,4,8,AM7,Z,13.4,8.8,11.4,25,265
AUDI S8 QUATTRO,Audi S8 QUATTRO,AUDI,S8 QUATTRO,MID-SIZE,4,8,AS8,Z,15.7,9.4,12.8,22,300
AUDI SQ5 QUATTRO,Audi SQ5 QUATTRO,AUDI,SQ5 QUATTRO,SUV - SMALL,3,6,AS8,Z,14.1,9.9,12.2,23,285
BMW 228I,Bmw 228i,BMW,228i,SUBCOMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197
BMW 228I XDRIVE,Bmw 228i xDRIVE,BMW,228i xDRIVE,SUBCOMPACT,2,4,AS8,Z,10.4,6.8,8.8,32,207
BMW 340I,Bmw 340i,BMW,340i,COMPACT,3,6,AS8,Z,10.9,7.2,9.3,30,217
BMW 340I XDRIVE,Bmw 340i xDRIVE,BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,10.9,7.3,9.3,30,216
BMW M2,Bmw M2,BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.8,10.4,27,244
BMW M235I,Bmw M235i,BMW,M235i,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
BMW M235I XDRIVE,Bmw M235i xDRIVE,BMW,M235i xDRIVE,SUBCOMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW M235I XDRIVE CABRIOLET,Bmw M235i xDRIVE CABRIOLET,BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW M3,Bmw M3,BMW,M3,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284
BMW X4 M40I,Bmw X4 M40i,BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.8,9.5,11.3,25,264
BUICK ENCORE SPORT TOURING,Buick ENCORE SPORT TOURING,BUICK,ENCORE SPORT TOURING,SUV - SMALL,1.4,4,AS6,X,8.5,6.9,7.8,36,182
BUICK ENCORE SPORT TOURING AWD,Buick ENCORE SPORT TOURING AWD,BUICK,ENCORE SPORT TOURING AWD,SUV - SMALL,1.4,4,AS6,X,8.9,7.4,8.2,34,192
BUICK ENVISION AWD,Buick ENVISION AWD,BUICK,ENVISION AWD,SUV - SMALL,2,4,A6,Z,11.8,9.1,10.6,27,248
BUICK LACROSSE FFV,Buick LACROSSE FFV,BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,X,13.7,8.6,11.4,25,268
BUICK LACROSSE AWD FFV,Buick LACROSSE AWD FFV,BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,AS6,X,13.8,9,11.7,24,274
CADILLAC ATS-V,Cadillac ATS-V,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
CADILLAC CT6,Cadillac CT6,CADILLAC,CT6,FULL-SIZE,2,4,AS8,Z,11,7.6,9.5,30,222
CADILLAC CT6 AWD,Cadillac CT6 AWD,CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS8,Z,13,9,11.2,25,263
CADILLAC CTS-V,Cadillac CTS-V,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
CHEVROLET CRUZE PREMIER,Chevrolet CRUZE PREMIER,CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,7.8,5.9,6.9,41,160
CHEVROLET CRUZE LIMITED,Chevrolet CRUZE LIMITED,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36,184
CHEVROLET CRUZE LIMITED ECO,Chevrolet CRUZE LIMITED ECO,CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,A6,X,9,6.1,7.7,37,181
CHEVROLET IMPALA FFV,Chevrolet IMPALA FFV,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27,248
CHEVROLET IMPALA DUAL FUEL,Chevrolet IMPALA DUAL FUEL,CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,X,13.9,9.3,11.9,24,272
CHEVROLET MALIBU LIMITED,Chevrolet MALIBU LIMITED,CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,AS6,X,10,7,8.6,33,202
CHEVROLET MALIBU HYBRID,Chevrolet MALIBU HYBRID,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,5,5.1,5.1,55,122
CHEVROLET SILVERADO FFV,Chevrolet SILVERADO FFV,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10,11.9,24,280
CHEVROLET SILVERADO 4WD FFV,Chevrolet SILVERADO 4WD FFV,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
CHEVROLET SILVERADO EASSIST 4WD,Chevrolet SILVERADO eASSIST 4WD,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,304
CHEVROLET SUBURBAN FFV,Chevrolet SUBURBAN FFV,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
CHEVROLET SUBURBAN 4WD FFV,Chevrolet SUBURBAN 4WD FFV,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET TAHOE FFV,Chevrolet TAHOE FFV,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
CHEVROLET TAHOE 4WD FFV,Chevrolet TAHOE 4WD FFV,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET TRAX 4WD,Chevrolet TRAX 4WD,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.7,7.6,8.7,32,205
DODGE DURANGO AWD,Dodge DURANGO AWD,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,25,265
DODGE VIPER SRT,Dodge VIPER SRT,DODGE,VIPER SRT,TWO-SEATER,8.4,10,M6,Z,19.2,11.3,15.6,18,364
FIAT 500X,Fiat 500X,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,6.9,8.3,34,194
FIAT 500X AWD,Fiat 500X AWD,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11,7.9,9.6,29,224
FORD EXPEDITION EL 4X4,Ford EXPEDITION EL 4X4,FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12.1,14.4,20,338
FORD F-150 (PAYLOAD PKG),Ford F-150 (Payload Pkg),FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,9.8,11.2,25,263
FORD F-150 FFV (PAYLOAD PKG),Ford F-150 FFV (Payload Pkg),FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16.8,11.8,14.5,19,341
FORD F-150 4X4 (PAYLOAD PKG),Ford F-150 4X4 (Payload Pkg),FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.7,12.3,23,288
FORD F-150 FFV 4X4 (PAYLOAD PKG),Ford F-150 FFV 4X4 (Payload Pkg),FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16.8,12.4,14.8,19,347
FORD FLEX AWD GTDI,Ford FLEX AWD GTDI,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
FORD FOCUS RS AWD,Ford FOCUS RS AWD,FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.1,9.3,10.9,26,255
FORD FOCUS ST,Ford FOCUS ST,FORD,FOCUS ST,MID-SIZE,2,4,M6,X,10.5,7.7,9.2,31,217
FORD SHELBY GT350 MUSTANG,Ford SHELBY GT350 MUSTANG,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11,14.2,20,334
FORD TRANSIT CONNECT VAN FFV,Ford TRANSIT CONNECT VAN FFV,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.6,10.4,27,243
FORD TRANSIT CONNECT WAGON FFV,Ford TRANSIT CONNECT WAGON FFV,FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252
FORD TRANSIT CONNECT WAGON LWB,Ford TRANSIT CONNECT WAGON LWB,FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252
FORD TRANSIT CONNECT WAGON LWB FFV,Ford TRANSIT CONNECT WAGON LWB FFV,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252
GMC SIERRA FFV,Gmc SIERRA FFV,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10,11.9,24,280
GMC SIERRA 4WD FFV,Gmc SIERRA 4WD FFV,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
GMC SIERRA EASSIST 4WD,Gmc SIERRA eASSIST 4WD,GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,304
GMC YUKON FFV,Gmc YUKON FFV,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
GMC YUKON 4WD FFV,Gmc YUKON 4WD FFV,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
GMC YUKON XL FFV,Gmc YUKON XL FFV,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
GMC YUKON XL 4WD FFV,Gmc YUKON XL 4WD FFV,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
HONDA ACCORD COUPE,Honda ACCORD COUPE,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,30,223
HONDA ACCORD SEDAN,Honda ACCORD SEDAN,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.6,6.4,7.6,37,177
HONDA ACCORD SPORT,Honda ACCORD SPORT,HONDA,ACCORD SPORT,MID-SIZE,2.4,4,AV7,X,9.1,6.8,8,35,187
HONDA CIVIC COUPE,Honda CIVIC COUPE,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
HONDA CIVIC SEDAN,Honda CIVIC SEDAN,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.6,5.5,6.7,42,157
HONDA HR-V,Honda HR-V,HONDA,HR-V,SUV - SMALL,1.8,4,AV,X,8.3,6.7,7.6,37,177
HONDA HR-V AWD,Honda HR-V AWD,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV,X,8.8,7.2,8.1,35,190
INFINITI Q50S AWD,Infiniti Q50S AWD,INFINITI,Q50S AWD,MID-SIZE,3,6,AS7,Z,12.9,9,11.1,25,262
INFINITI Q50S RED SPORT,Infiniti Q50S RED SPORT,INFINITI,Q50S RED SPORT,MID-SIZE,3,6,AS7,Z,11.8,8.8,10.5,27,247
INFINITI Q50S RED SPORT AWD,Infiniti Q50S RED SPORT AWD,INFINITI,Q50S RED SPORT AWD,MID-SIZE,3,6,AS7,Z,12.3,9.1,10.8,26,256
JAGUAR F-TYPE PROJECT 7 CONVERTIBLE,Jaguar F-TYPE PROJECT 7 CONVERTIBLE,JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,302
JAGUAR F-TYPE R AWD CONVERTIBLE,Jaguar F-TYPE R AWD CONVERTIBLE,JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15.7,10.4,13.3,21,311
